"id","name","origin","move_id"
341383,"DO1209Y0033-ST","",381425
341387,"DO1209Y0034-ST","",381428
341394,"DO1209Y0035-ST","",381433
343133,"DO1209Y0036-ST","",383066
343153,"DO1209Y0038-ST","",383076
343162,"DO1209Y0039-ST","",383095
344697,"DO1209Y0040-ST","",384489
344727,"DO1209Y0041-ST","",384498
344732,"DO1209Y0042-ST","",384504
345415,"DO1209Y0043-ST","",385769
345445,"DO1209Y0044-ST","",385790
345452,"DO1209Y0045-ST","",385797
345459,"DO1209Y0046-ST","",385807
345465,"DO1209Y0047-ST","",385829
347606,"DO1209Y0049-ST","",387635
347625,"DO1209Y0050-ST","",387655
347630,"DO1209Y0051-ST","",387670
347637,"DO1209Y0052-ST","",387674
347643,"DO1209Y0053-ST","",387701
334348,"DO1209Z0001-ST","",379148
334971,"DO1209Z0003-ST","",379160
336392,"DO1209Z0004-ST","",379166
337447,"DO1209Z0005-ST","",379176
339384,"DO1209Z0008-ST","",379200
339391,"DO1209Z0009-ST","",379201
341025,"DO1209Z0011-ST","",379206
342660,"DO1209Z0012-ST","",381892
344190,"DO1209Z0013-ST","",383517
344936,"DO1209Z0014-ST","",384644
347130,"DO1209Z0015-ST","",386339
289178,"RO1207T0033-ST","55IV080018",363032
302177,"RO1208T0002-ST","I103-55080970",362915
302180,"RO1208T0003-ST","IVN12/08-0641",362901
302288,"RO1208T0005-ST","0412025964",362862
